Symbol,Name,Price,Exchange
"IAG.TO","iA Financial Corporation Inc",46.96,"Toronto"
"ISV.TO","Information Services Corp",18,"Toronto"
"INE.TO","Innergex Renewable Energy Inc",22.14,"Toronto"
"INO-UN.TO","Inovalis Real Estate Investment Trust",8.11,"Toronto"
"IPO.TO","InPlay Oil Corp",0.175,"Toronto"
"INQ.TO","Inscape Corp",0.5,"Toronto"
"IFC.TO","Intact Financial Corp",136.82,"Toronto"
"IPL.TO","Inter Pipeline Ltd",14.2,"Toronto"
"IFP.TO","Interfor Corp",16.42,"Toronto"
"IMP.TO","Intermap Technologies Corp",1.14,"Toronto"
"ITH.TO","International Tower Hill Mines Ltd",1.86,"Toronto"
"IIP-UN.TO","InterRent Real Estate Investment Trust",12.4,"Toronto"
"ITP.TO","Intertape Polymer Group Inc",15.32,"Toronto"
"ITC.TO","Intrinsyc Technologies Corporation",1.75,"Toronto"
"INV.TO","INV Metals Inc",0.53,"Toronto"
"CBH.TO","iShares 1-10 Year Laddered Corporate Bond Index ETF Common Class",19.56,"Toronto"
"CLG.TO","iShares 1-10 Year Laddered Government Bond Index ETF Common Class",19.18,"Toronto"
"CBO.TO","iShares 1-5 Year Laddered Corporate Bond Index ETF Common Class",19.09,"Toronto"
"CLF.TO","iShares 1-5 Year Laddered Government Bond Index ETF Common Class",18.29,"Toronto"
"XCB.TO","iShares Canadian Corporate Bond Index ETF",22.72,"Toronto"
"FIE.TO","iShares Canadian Financial Monthly Income ETF Common Class",6.225,"Toronto"
"XGB.TO","iShares Canadian Government Bond Index ETF",23.48,"Toronto"
"XCG.TO","iShares Canadian Growth Index ETF",38.37,"Toronto"
"XHB.TO","iShares Canadian HYBrid Corporate Bond Index ETF",21.72,"Toronto"
"XRB.TO","iShares Canadian Real Return Bond Index ETF",27.54,"Toronto"
"XDV.TO","iShares Canadian Select Dividend Index ETF",22.14,"Toronto"
"XSB.TO","iShares Core Canadian Short Term Bond Index ETF",28.255,"Toronto"
"XBB.TO","iShares Core Canadian Universe Bond Index ETF",33.64,"Toronto"
"XCV.TO","iShares Canadian Value Index ETF",22.47,"Toronto"
"XCH.TO","iShares China Index ETF",27.27,"Toronto"
"XSC.TO","iShares Conservative Short Term Strategic Fixed Income ETF",19.91,"Toronto"
"XSE.TO","iShares Conservative Strategic Fixed Income ETF",21.5,"Toronto"
"CVD.TO","iShares Convertible Bond Index ETF Common",17.57,"Toronto"
"XLB.TO","iShares Core Canadian Long Term Bond Index ETF",27.7,"Toronto"
"XSH.TO","iShares Core Canadian Short Term Corporate + Maple Bond Index ETF",19.86,"Toronto"
"XQB.TO","iShares High Quality Canadian Bond Index ETF Common Class",22.12,"Toronto"
"XAW.TO","iShares Core MSCI All Country World ex Canada Index ETF",28.14,"Toronto"
"XFH.TO","iShares Core MSCI EAFE IMI Index ETF (CAD-Hedged)",21.77,"Toronto"
"XEC.TO","iShares Core MSCI Emerging Markets IMI Index ETF",26.76,"Toronto"
"XSP.TO","iShares Core S&amp;P 500 Index ETF (CAD-Hedged)",37.11,"Toronto"
"XUU.TO","iShares Core S&amp;P U.S. Total Market Index ETF",33.48,"Toronto"
"XUH.TO","iShares Core S&amp;P U.S. Total Market Index ETF (CAD-Hedged)",29.91,"Toronto"
"XIC.TO","iShares Core S&amp;P/TSX Capped Composite Index ETF",25.88,"Toronto"
"XEI.TO","iShares S&amp;P/TSX Composite High Dividend Index ETF",17.97,"Toronto"
"XSQ.TO","iShares Short Term High Quality Canadian Bond Index ETF",20.05,"Toronto"
"XTR.TO","iShares Diversified Monthly Income ETF",10.5,"Toronto"
"XMV.TO","iShares Edge MSCI Min Vol Canada Index ETF",29.36,"Toronto"
"XMI.TO","iShares Edge MSCI Min Vol EAFE Index ETF",34,"Toronto"
"XML.TO","iShares Edge MSCI Min Vol EAFE Index ETF (CAD-Hedged)",21.35,"Toronto"
"XMM.TO","iShares Edge MSCI Min Vol Emerging Markets Index ETF",26.22,"Toronto"
"XMW.TO","iShares Edge MSCI Min Vol Global Index ETF",42.62,"Toronto"
"XMY.TO","iShares Edge MSCI Min Vol Global Index ETF (CAD-Hedged)",24.45,"Toronto"
"XMU.TO","iShares Edge MSCI Min Vol USA Index ETF",57.21,"Toronto"
"XMS.TO","iShares Edge MSCI Min Vol USA Index ETF (CAD-Hedged)",27.67,"Toronto"
"XFC.TO","iShares Edge MSCI Multifactor Canada Index ETF",23.85,"Toronto"
"XFI.TO","iShares Edge MSCI Multifactor EAFE Index ETF",21.53,"Toronto"
"XFF.TO","iShares Edge MSCI Multifactor EAFE Index ETF (CAD-Hedged)",22.22,"Toronto"
"XFS.TO","iShares Edge MSCI Multifactor USA Index ETF",29.31,"Toronto"
"XFA.TO","iShares Edge MSCI Multifactor USA Index ETF (CAD-Hedged)",27.68,"Toronto"
"CEW.TO","iShares Equal Weight Banc &amp; Lifeco ETF Common Class",11.45,"Toronto"
"XFR.TO","iShares Floating Rate Index ETF",20.13,"Toronto"
"COW.TO","iShares Global Agriculture Index ETF Common Class",40.27,"Toronto"
"XHC.TO","iShares Global Healthcare Index ETF (CAD-Hedged)",55.15,"Toronto"
"CIF.TO","iShares Global Infrastructure Index ETF Common Class",24.13,"Toronto"
"CYH.TO","iShares Global Monthly Dividend Index ETF (CAD-Hedged) Common Class",16.31,"Toronto"
"CGR.TO","iShares Global Real Estate Index ETF Common Class",27.265,"Toronto"
"CWW.TO","iShares Global Water Index ETF Common Class",39.74,"Toronto"
"CGL.TO","iShares Gold Bullion ETF (CAD-Hedged)",16.14,"Toronto"
"XID.TO","iShares India Index ETF",34.9,"Toronto"
"XEB.TO","iShares J.P. Morgan USD Emerging Markets Bond Index ETF (CAD-Hedged)",20.56,"Toronto"
"XEN.TO","iShares Jantzi Social Index ETF",23.4,"Toronto"
"XIN.TO","iShares MSCI EAFE Index ETF (CAD-Hedged)",24.53,"Toronto"
"XEM.TO","iShares MSCI Emerging Markets Index ETF",32.34,"Toronto"
"XEU.TO","iShares MSCI Europe IMI Index ETF",22.86,"Toronto"
"XEH.TO","iShares MSCI Europe IMI Index ETF (CAD-Hedged)",23.3,"Toronto"
"XWD.TO","iShares MSCI World Index ETF",56.55,"Toronto"
"XQQ.TO","iShares NASDAQ 100 Index ETF (CAD-Hedged)",91.41,"Toronto"
"CMR.TO","iShares Premium Money Market ETF Common Class",50,"Toronto"
"XCD.TO","iShares S&amp;P Global Consumer Discretionary Index ETF (CAD-Hedged)",41.79,"Toronto"
"XGI.TO","iShares S&amp;P Global Industrials Index ETF (CAD-Hedged)",32.52,"Toronto"
"XMC.TO","iShares S&amp;P U.S. Mid-Cap Index ETF",19.01,"Toronto"
"XMH.TO","iShares S&amp;P U.S. Mid-Cap Index ETF (CAD-Hedged)",17.63,"Toronto"
"XIU.TO","iShares S&amp;P/TSX 60 Index ETF",24.46,"Toronto"
"CDZ.TO","iShares S&amp;P/TSX Canadian Dividend Aristocrats Index ETF Common Class",23.79,"Toronto"
"CPD.TO","iShares S&amp;P/TSX Canadian Preferred Share Index ETF Common Class",11.71,"Toronto"
"XST.TO","iShares S&amp;P/TSX Capped Consumer Staples Index ETF",64.2,"Toronto"
"XEG.TO","iShares S&amp;P/TSX Capped Energy Index ETF",5.01,"Toronto"
"XFN.TO","iShares S&amp;P/TSX Capped Financials Index ETF",34.18,"Toronto"
"XIT.TO","iShares S&amp;P/TSX Capped Information Technology Index ETF",39.47,"Toronto"
"XMA.TO","iShares S&amp;P/TSX Capped Materials Index ETF",18.64,"Toronto"
"XRE.TO","iShares S&amp;P/TSX Capped REIT Index ETF",14.6,"Toronto"
"XUT.TO","iShares S&amp;P/TSX Capped Utilities Index ETF",26.56,"Toronto"
"XMD.TO","iShares S&amp;P/TSX Completion Index ETF",24.65,"Toronto"
"XBM.TO","iShares S&amp;P/TSX Global Base Metals Index ETF",11.2,"Toronto"
"XGD.TO","iShares S&amp;P/TSX Global Gold Index ETF",23.25,"Toronto"
"XPF.TO","iShares S&amp;P/TSX North American Preferred Stock Index ETF (CAD-Hedged)",16.2,"Toronto"
"XCS.TO","iShares S&amp;P/TSX Small Cap Index ETF",14.14,"Toronto"
"CSD.TO","iShares Short Duration High Income ETF (CAD-Hedged) Common Class",16.95,"Toronto"
"XSI.TO","iShares Short Term Strategic Fixed Income ETF",18.91,"Toronto"
"SVR.TO","iShares Silver Bullion ETF (CAD-Hedged)",14.03,"Toronto"
"XHU.TO","iShares U.S. High Dividend Equity Index ETF",22.52,"Toronto"
"XHD.TO","iShares U.S. High Dividend Equity Index ETF (CAD-Hedged)",25.86,"Toronto"
"XHY.TO","iShares U.S. High Yield Bond Index ETF (CAD-Hedged)",18.4,"Toronto"
"CHB.TO","iShares U.S. High Yield Fixed Income Index ETF (CADHedged) Common Class",17.72,"Toronto"
"XIG.TO","iShares U.S. IG Corporate Bond Index ETF (CAD-Hedged)",25.6,"Toronto"
"XSU.TO","iShares U.S. Small Cap Index ETF (CAD-Hedged)",31.01,"Toronto"
"CUD.TO","iShares US Dividend Growers Index ETF (CAD-Hedged) Common Class",40.11,"Toronto"
"IVN.TO","Ivanhoe Mines Ltd",5.51,"Toronto"
"JAG.TO","Jaguar Mining Inc",8.01,"Toronto"
"JFS-UN.TO","JFT Strategies Fund",15.79,"Toronto"
"JOY.TO","Journey Energy Inc",0.21,"Toronto"
"CBT-UN.TO","June 2020 Corporate Bond Trust",9.16,"Toronto"
"JE.TO","Just Energy Group Inc",0.375,"Toronto"
"KBL.TO","K-Bro Linen Inc",30.03,"Toronto"
"KRN.TO","Karnalyte Resources Inc",0.255,"Toronto"
"KAT.TO","Katanga Mining Limited",0.155,"Toronto"
"KEG-UN.TO","KEG Royalties Income Fund",8.35,"Toronto"
"KLS.TO","Kelso Technologies Inc",0.76,"Toronto"
"KEL.TO","Kelt Exploration Ltd",1.6,"Toronto"
"KER.TO","Kerr Mines Inc",0.13,"Toronto"
"KEY.TO","Keyera Corp",23.95,"Toronto"
"KMP-UN.TO","Killam Apartment REIT",17.23,"Toronto"
"KXS.TO","Kinaxis Inc",190.65,"Toronto"
"K.TO","Kinross Gold Corp",11.27,"Toronto"
"GUD.TO","Knight Therapeutics Inc",6,"Toronto"
"KPT.TO","KP Tissue Inc",11.81,"Toronto"
"LIF.TO","Labrador Iron Ore Royalty Corp",27.19,"Toronto"
"LAM.TO","Laramide Resources Ltd",0.29,"Toronto"
"LGO.TO","Largo Resources Ltd",1.03,"Toronto"
"LAS-A.TO","Lassonde Industries Inc",160,"Toronto"
"LB.TO","Laurentian Bank of Canada",28.92,"Toronto"
"LNF.TO","Leon's Furniture Ltd",17.82,"Toronto"
"LBS.TO","Life & Banc Split Corp",5.01,"Toronto"
"LNR.TO","Linamar Corp",41.67,"Toronto"
"LAC.TO","Lithium Americas Corp",9.56,"Toronto"
"L.TO","Loblaw Companies Ltd",66.78,"Toronto"
"LGT-B.TO","Logistec Corp",33,"Toronto"
"LN.TO","Loncor Resources Inc",0.54,"Toronto"
"LUC.TO","Lucara Diamond Corp",0.57,"Toronto"
"LUG.TO","Lundin Gold Inc",10.72,"Toronto"
"LUN.TO","Lundin Mining Corp",8.23,"Toronto"
"LYD.TO","Lydian International Limited",0.075,"Toronto"
"PR.TO","Lysander-Slater Preferred Share ActivETF",7.78,"Toronto"
"XMF-A.TO","M Split Corp",0.165,"Toronto"
"MKB.TO","Mackenzie Core Plus Canadian Fixed Income ETF",22.43,"Toronto"
"MGB.TO","Mackenzie Core Plus Global Fixed Income ETF",20.34,"Toronto"
"MFT.TO","Mackenzie Floating Rate Income ETF",18.53,"Toronto"
"MKZ-UN.TO","Mackenzie Master LP",0.84,"Toronto"
"MXU.TO","Mackenzie Maximum Diversification All World Developed ex North America Index ETF",22.04,"Toronto"
"MWD.TO","Mackenzie Maximum Diversification All World Developed Index ETF",26.46,"Toronto"
"MKC.TO","Mackenzie Maximum Diversification Canada Index ETF",25.39,"Toronto"
"MEU.TO","Mackenzie Maximum Diversification Developed Markets Index ETF",21.87,"Toronto"
"MUS.TO","Mackenzie Maximum Diversification US Index ETF",30.27,"Toronto"
"MUB.TO","Mackenzie Unconstrained Bond ETF",21.06,"Toronto"
"MPC.TO","Madison Pacific Properties Inc",3.49,"Toronto"
"MAG.TO","MAG Silver Corp",20.58,"Toronto"
"MAL.TO","Magellan Aerospace Corp",7.23,"Toronto"
"MG.TO","Magna International Inc",63.59,"Toronto"
"MEQ.TO","Mainstreet Equity Corp",77.51,"Toronto"
"MDI.TO","Major Drilling Group International Inc",6.2,"Toronto"
"MND.TO","Mandalay Resources Corp",1.84,"Toronto"
"MFC.TO","Manulife Financial Corp",19.16,"Toronto"
"MFR-UN.TO","Manulife Floating Rate Senior Loan Fund",6,"Toronto"
"MBK-UN.TO","Manulife U.S. Regional Bank Trust",7.07,"Toronto"
"MFI.TO","Maple Leaf Foods Inc",28.31,"Toronto"
"MOZ.TO","Marathon Gold Corp",2.28,"Toronto"
"MRE.TO","Martinrea International Inc",9.99,"Toronto"
"MAW.TO","Mawson Resources Ltd",0.47,"Toronto"
"MXG.TO","Maxim Power Corp",1.91,"Toronto"
"MBN.TO","MBN Corp",6.03,"Toronto"
"MKP.TO","MCAN Mortgage Corp",14.04,"Toronto"
"MCB.TO","McCoy Global Inc",0.43,"Toronto"
"MUX.TO","McEwen Mining Inc",1.65,"Toronto"
"MDF.TO","Mediagrif Interactive Technologies Inc",6.11,"Toronto"
"DR.TO","Medical Facilities Corp",4.38,"Toronto"
"MEG.TO","MEG Energy Corp",3.44,"Toronto"
"MGA.TO","Mega Uranium Ltd",0.13,"Toronto"
"MRD.TO","Melcor Developments Ltd",6.49,"Toronto"
"MR-UN.TO","Melcor Real Estate Investment Trust",3.87,"Toronto"
"MX.TO","Methanex Corp",29.9,"Toronto"
"MRU.TO","Metro Inc",58.75,"Toronto"
"MBX.TO","Microbix Biosystems Inc",0.27,"Toronto"
"MAX.TO","Midas Gold Corp",1.7,"Toronto"
"RCO-UN.TO","Middlefield Can-Global REIT Income Fund",9.86,"Toronto"
"MSV.TO","Minco Silver Corp",0.49,"Toronto"
"MID-UN.TO","MINT Income Fund",5.05,"Toronto"
"MOGO.TO","Mogo Inc (British Columbia)",1.96,"Toronto"
"TPX-B.TO","Molson Coors Canada Inc.",50,"Toronto"
"MLD-UN.TO","Moneda LatAm Corporate Bond Fund",8.25,"Toronto"
"ME.TO","Moneta Porcupine Mines Inc",0.145,"Toronto"
"MRC.TO","Morguard Corp",118.16,"Toronto"
"MRG-UN.TO","Morguard North American Residential Real Estate Investment Trust",15.06,"Toronto"
"MRT-UN.TO","Morguard Real Estate Investment Trust",4.63,"Toronto"
"MSI.TO","Morneau Shepell Inc",28.28,"Toronto"
"MTY.TO","MTY Food Group Inc",38.35,"Toronto"
"MTL.TO","Mullen Group Ltd",9.64,"Toronto"
"NA.TO","National Bank of Canada",72.58,"Toronto"
"NMX.TO","Nemaska Lithium Inc.",0.165,"Toronto"
"NEPT.TO","Neptune Wellness Solutions Inc",3.37,"Toronto"
"NCU.TO","Nevada Copper Corp",0.115,"Toronto"
"NFI.TO","NFI Group Inc",17.51,"Toronto"
"NGD.TO","New Gold Inc",2.4,"Toronto"
"BCI.TO","New Look Vision Group Inc",28.96,"Toronto"
"NML.TO","New Millennium Iron Corp",0.065,"Toronto"
"NXE.TO","Nexgen Energy Ltd",2.32,"Toronto"
"NXJ.TO","Nexj Systems Inc",0.6,"Toronto"
"NB.TO","NioCorp Developments Ltd",0.81,"Toronto"
"NIF-UN.TO","Noranda Income Fund",1.3,"Toronto"
"OSB.TO","Norbord Inc",43.73,"Toronto"
"FFN.TO","North American Financial 15 Split Corp",3.39,"Toronto"
"NWC.TO","North West Company Inc",28.32,"Toronto"
"NCF.TO","Northcliff Resources Ltd",0.035,"Toronto"
"NDM.TO","Northern Dynasty Minerals Ltd",1.33,"Toronto"
"NPI.TO","Northland Power Inc",35.96,"Toronto"
"NVU-UN.TO","Northview Apartment REIT",34.19,"Toronto"
"NWH-UN.TO","NorthWest Healthcare Properties REIT",11.56,"Toronto"
"NG.TO","NovaGold Resources Inc",13.94,"Toronto"
"NVA.TO","Nuvista Energy Ltd",0.79,"Toronto"
"NRI.TO","Nuvo Pharmaceuticals Inc",0.72,"Toronto"
"SFD.TO","NXT Energy Solutions Inc",0.65,"Toronto"
"OGC.TO","OceanaGold Corporation",2.69,"Toronto"
"OCS-UN.TO","OCP Credit Strategy Fund",5.34,"Toronto"
"OSL-UN.TO","OCP Senior Credit Fund",7.49,"Toronto"
"OLY.TO","Olympia Financial Group Inc",39,"Toronto"
"ONC.TO","Oncolytics Biotech Inc",2.13,"Toronto"
"ONEX.TO","Onex Corp",63.52,"Toronto"
"OGD.TO","Forage Orbit Garant Inc",0.93,"Toronto"
"ORL.TO","Orocobre Ltd",2.52,"Toronto"
"OMI.TO","Orosur Mining Inc",0.115,"Toronto"
"ORV.TO","Orvana Minerals Corp",0.25,"Toronto"
"OXC.TO","Oryx Petroleum Corporation Ltd",0.07,"Toronto"
"OR.TO","Osisko Gold Royalties Ltd",15.43,"Toronto"
"OSK.TO","Osisko Mining Inc",4.01,"Toronto"
"POU.TO","Paramount Resources Ltd",2.51,"Toronto"
"PXT.TO","Parex Resources Inc",17.5,"Toronto"
"PLC.TO","Park Lawn Corp",27.79,"Toronto"
"PKI.TO","Parkland Corp",35.63,"Toronto"
"PSI.TO","Pason Systems Inc",5.65,"Toronto"
"PCD-UN.TO","Pathfinder Income Fund",6.61,"Toronto"
"PPL.TO","Pembina Pipeline Corp",32.02,"Toronto"
"PGF.TO","Pengrowth Energy Corporation",0.055,"Toronto"
"PMT.TO","Perpetual Energy Inc",0.08,"Toronto"
"PRU.TO","Perseus Mining Ltd",1.29,"Toronto"
"PGLC.TO","Pershing Gold Corporation",1.68,"Toronto"
"PRQ.TO","Petrus Resources Ltd",0.21,"Toronto"
"PEY.TO","Peyto Exploration & Development Corp",2.7,"Toronto"
"PFB.TO","PFB Corporation",13.15,"Toronto"
"PHX.TO","PHX Energy Services Corp",1.38,"Toronto"
"PMB-UN.TO","Picton Mahoney Tactical Income Fund",7.72,"Toronto"
"PGI-UN.TO","PIMCO Global Income Opportunities Fund",9.35,"Toronto"
"PNE.TO","Pine Cliff Energy Ltd",0.22,"Toronto"
"PNP.TO","Pinetree Capital Ltd",1.16,"Toronto"
"PZA.TO","Pizza Pizza Royalty Corp",8.87,"Toronto"
"PTM.TO","Platinum Group Metals Ltd",3,"Toronto"
"PLZ-UN.TO","Plaza Retail REIT",3.47,"Toronto"
"PTS.TO","Points International Ltd",14.08,"Toronto"
"PIF.TO","Polaris Infrastructure Inc",13.68,"Toronto"
"PBL.TO","Pollard Banknote Ltd",18.5,"Toronto"
"POM.TO","Polymet Mining Corp",5.53,"Toronto"
"PAY.TO","Posera Ltd.",0.12,"Toronto"
"PNC-B.TO","Postmedia Network Canada Corp.",1.66,"Toronto"
"POW.TO","Power Corporation of Canada",25.65,"Toronto"
"PWF.TO","Power Financial Corporation",36.31,"Toronto"
"PFL.TO","Invesco 1-3 Year Laddered Floating Rate Note Index ETF",19.86,"Toronto"
"PSB.TO","Invesco 1-5 Year Laddered Investment Grade Corporate Bond Index ETF",18.54,"Toronto"
"PDC.TO","Invesco Canadian Dividend Index ETF",23.86,"Toronto"
"PPS.TO","Invesco Canadian Preferred Share Index ETF",13.34,"Toronto"
"PXC.TO","Invesco FTSE RAFI Canadian Index ETF",23.59,"Toronto"
"PZC.TO","Invesco FTSE RAFI Canadian Small-Mid Index ETF",21.1,"Toronto"
"PZW.TO","Invesco FTSE RAFI Global Small-Mid ETF CAD",24.08,"Toronto"
"PXG.TO","Invesco FTSE RAFI Global+ Index ETF CAD",21.97,"Toronto"
"PXS.TO","Invesco FTSE RAFI U.S. Index ETF II CAD",26.95,"Toronto"
"PSY.TO","Invesco Global Shareholder Yield ETF CAD",23.8,"Toronto"
"USB.TO","Invesco LadderRite U.S. 0-5 Year Corporate Bond Index ETF CAD",23.47,"Toronto"
"PLV.TO","Invesco Low Volatility Portfolio ETF",21.3,"Toronto"
"ELV.TO","Invesco S&amp;P Emerging Markets Low Volatility Index ETF",16.37,"Toronto"
"ILV.TO","Invesco S&amp;P International Developed Low Volatility Index ETF",20.7,"Toronto"
"TLV.TO","Invesco S&amp;P/TSX Composite Low Volatility Index ETF",26.41,"Toronto"
"PTB.TO","Invesco Tactical Bond ETF",20.23,"Toronto"
"PPR.TO","Prairie Provident Resources Inc",0.02,"Toronto"
"PSK.TO","Prairiesky Royalty Ltd",9.31,"Toronto"
"MMP-UN.TO","Precious Metals And Mining Trust",2.51,"Toronto"
"PD.TO","Precision Drilling Corp",0.88,"Toronto"
"PG.TO","Premier Gold Mines Ltd",2.62,"Toronto"
"PBH.TO","Premium Brands Holdings Corp",94.78,"Toronto"
"PIC-A.TO","Premium Income Corp",3.46,"Toronto"
"PVG.TO","Pretium Resources Inc",16.21,"Toronto"
"PDV.TO","Prime Dividend Corp",4.64,"Toronto"
"PMN.TO","ProMIS Neurosciences Inc",0.15,"Toronto"
"PCY.TO","Prophecy Development Corp.",0.1,"Toronto"
"PSD.TO","Pulse Seismic Inc",0.81,"Toronto"
"PBI.TO","Purpose Best Ideas Fund Series ETF",36,"Toronto"
"BNC.TO","Purpose Canadian Financial Income Fund Series ETF",19.96,"Toronto"
"PRP.TO","Purpose Conservative Income Fund Series ETF",19.86,"Toronto"
"PDF.TO","Purpose Core Dividend Fund Series ETF",24.84,"Toronto"
"PRA.TO","Purpose Diversified Real Asset Fund Series ETF",18.11,"Toronto"
"PHR.TO","Purpose Duration Hedged Real Estate Fund Series ETF",18.44,"Toronto"
"PEU.TO","Purpose Enhanced US Equity Fund Series ETF",27.3,"Toronto"
"PSA.TO","Purpose High Interest Savings ETF",50.005,"Toronto"
"PID.TO","Purpose International Dividend Fund Series ETF",19.11,"Toronto"
"PHW.TO","Purpose International Tactical Hedged Equity Fd Ser ETF",16.84,"Toronto"
"PIN.TO","Purpose Monthly Income Fund Series ETF",17.58,"Toronto"
"PMM.TO","Purpose Multi-Strategy Market Neutral Fund Series ETF",18.49,"Toronto"
"PYF.TO","Purpose Premium Yield Fund Series ETF",17.28,"Toronto"
"PHE.TO","Purpose Tactical Hedged Equity Fund Series ETF",25.59,"Toronto"
"BND.TO","Purpose Global Bond Fund Series ETF",18.83,"Toronto"
"PBD.TO","Purpose Total Return Bond Fund Series ETF",18.53,"Toronto"
"PSU-U.TO","Purpose US Cash ETF",100,"Toronto"
"PUD.TO","Purpose US Dividend Fund Series ETF",20.89,"Toronto"
"QBR-B.TO","Quebecor Inc",32.52,"Toronto"
"QEC.TO","Questerre Energy Corp (Canada)",0.1,"Toronto"
"RAV-UN.TO","Ravensource Fund",15,"Toronto"
"RLB.TO","RBC 1-5 Year Laddered Canadian Bond ETF",19.88,"Toronto"
"RBO.TO","RBC 1-5 Year Laddered Corporate Bond ETF",19.7,"Toronto"
"RPF.TO","RBC Canadian Preferred Share ETF",18.87,"Toronto"
"RCD.TO","RBC Quant Canadian Dividend Leaders ETF",18.44,"Toronto"
"RCE.TO","RBC Quant Canadian Equity Leaders ETF",22.17,"Toronto"
"RID.TO","RBC Quant EAFE Dividend Leaders ETF (CAD)",21.05,"Toronto"
"RIE.TO","RBC Quant EAFE Equity Leaders ETF (CAD)",20.84,"Toronto"
"RXD.TO","RBC Quant Emerging Markets Dividend Leaders ETF",19.45,"Toronto"
"RPD.TO","RBC Quant European Dividend Leaders ETF",19.19,"Toronto"
"RUD.TO","RBC Quant U.S. Dividend Leaders ETF (CAD)",38.4,"Toronto"
"RUE.TO","RBC Quant US Equity Leaders ETF (CAD)",33.9,"Toronto"
"RLD.TO","RBC Strategic Global Dividend Leaders ETF",24.36,"Toronto"
"RLE.TO","RBC Strategic Global Equity Leaders ETF",27.25,"Toronto"
"RQG.TO","RBC Target 2019 Corporate Bond Index ETF",18.48,"Toronto"
"RQH.TO","RBC Target 2020 Corporate Bond Index ETF",19.68,"Toronto"
"RQI.TO","RBC Target 2021 Corporate Bond Index ETF",19.79,"Toronto"
"RQJ.TO","RBC Target 2022 Corporate Bond Index ETF",20.02,"Toronto"
"RQK.TO","RBC Target 2023 Corporate Bond Index ETF",20,"Toronto"
"RDL.TO","Redline Communications Group Inc",0.55,"Toronto"
"RET-A.TO","Reitmans Canada Ltd",0.075,"Toronto"
"RFP.TO","Resolute Forest Products Inc",6.35,"Toronto"
"QSR.TO","Restaurant Brands International Inc",73.18,"Toronto"
"QSP-UN.TO","Restaurant Brands International LP",74.79,"Toronto"
"RVX.TO","Resverlogix Corp",0.79,"Toronto"
"RPI-UN.TO","Richards Packaging Income Fund",75,"Toronto"
"RCH.TO","Richelieu Hardware Ltd",34.32,"Toronto"
"RIB-UN.TO","Ridgewood Canadian Investment Grade Bond Fund",16.8,"Toronto"
"REI-UN.TO","RioCan Real Estate Investment Trust",14.94,"Toronto"
"RBA.TO","Ritchie Bros. Auctioneers Inc",74.61,"Toronto"
"RME.TO","Rocky Mountain Dealerships Inc",5.5,"Toronto"
"RCI-B.TO","Rogers Communications Inc",55.52,"Toronto"
"RSI.TO","Rogers Sugar Inc",4.77,"Toronto"
"RY.TO","Royal Bank of Canada",96.91,"Toronto"
"RNX.TO","Royal Nickel Corporation",0.48,"Toronto"
"RTG.TO","RTG Mining Inc",0.185,"Toronto"
"RMX.TO","Rubicon Minerals Corporation",1.79,"Toronto"
"RUS.TO","Russel Metals Inc",18.2,"Toronto"
"SBN.TO","S Split Corp",2.2,"Toronto"
"SBB.TO","Sabina Gold & Silver Corp",2.85,"Toronto"
"SSL.TO","Sandstorm Gold Ltd",11.6,"Toronto"
"SAP.TO","Saputo Inc",32.31,"Toronto"
"SIS.TO","Savaria Corp",14.88,"Toronto"
"SCY.TO","Scandium International Mining Corp",0.125,"Toronto"
"SEA.TO","Seabridge Gold Inc",24.42,"Toronto"
"SCU.TO","Second Cup Ltd",0.8,"Toronto"
"SES.TO","Secure Energy Services Inc",1.36,"Toronto"
"SMF.TO","SEMAFO Inc.",4.77,"Toronto"
"FRL-UN.TO","Senior Secured Floating Rate Loan Fund",6.86,"Toronto"
"PME.TO","Sentry Select Primary Metals Corp",3.22,"Toronto"
"SEC.TO","Senvest Capital Inc",136,"Toronto"
"SBI.TO","Serabi Gold PLC",1.65,"Toronto"
"VII.TO","Seven Generations Energy Ltd",4.11,"Toronto"
"SJR-B.TO","Shaw Communications Inc",24.21,"Toronto"
"SCL.TO","Shawcor Ltd",2.7,"Toronto"
"S.TO","Sherritt International Corp",0.21,"Toronto"
